Date,Open,High,Low,Close,Adj Close,Volume,Day
2014-05-06,87.809998,87.860001,86.769997,86.809998,80.108788,33698500,64
2014-05-07,86.989998,87.080002,85.529999,86.559998,79.878128,67489100,65
2014-05-08,86.25,87.529999,86.050003,86.480003,79.804268,46556900,66
2014-05-09,86.43,86.860001,85.849998,86.800003,80.099586,35081500,67
2014-05-12,87.32,88.260002,87.239998,88.230003,81.419205,38951100,68
2014-05-13,88.309998,88.610001,88.120003,88.290001,81.474571,30311900,69
2014-05-14,88.019997,88.349998,87.620003,87.830002,81.050041,26483600,70
2014-05-15,87.809998,87.959999,86.580002,87.139999,80.4133,59680300,71
2014-05-16,87.239998,87.760002,86.639999,87.709999,80.939308,66804100,72
2014-05-19,87.449997,88.459999,87.300003,88.32,81.502213,32017000,73
2014-05-20,88.279999,88.599998,87.639999,88,81.20694,33716000,74
2014-05-21,88.160004,88.889999,88.110001,88.839996,81.982086,36837700,75
2014-05-22,88.940002,89.480003,88.800003,89.230003,82.34198,30617100,76
2014-05-23,89.32,89.900002,89.120003,89.879997,82.941833,22687300,77
2014-05-27,90.279999,91.019997,90.199997,91,83.975365,29725200,78
2014-05-28,90.970001,91.099998,90.650002,90.720001,83.716949,30468100,79
2014-05-29,91.040001,91.309998,90.860001,91.300003,84.252174,33036100,80
2014-05-30,91.32,91.449997,90.830002,91.309998,84.261436,29906400,81
2014-06-02,91.419998,91.440002,90.639999,91.220001,84.178375,30409900,82
2014-06-03,90.919998,91.330002,90.800003,91.18,84.141426,21774500,83
2014-06-04,90.949997,91.669998,90.809998,91.519997,84.455231,20118300,84
2014-06-05,91.599998,92.459999,91.290001,92.290001,85.165779,35583100,85
2014-06-06,92.629997,92.82,92.449997,92.82,85.654854,22680600,86
2014-06-09,92.839996,92.980003,92.5,92.75,85.590263,23399500,87
2014-06-10,92.669998,92.959999,92.559998,92.910004,85.737923,20626000,88
2014-06-11,92.589996,93.019997,92.5,92.889999,85.719437,22878200,89
2014-06-12,92.690002,92.790001,91.730003,92.050003,84.944305,35275900,90
2014-06-13,92.449997,92.550003,91.919998,92.32,85.193443,39447100,91
2014-06-16,92.160004,92.669998,91.959999,92.400002,85.267288,25212300,92
2014-06-17,92.330002,92.699997,92.18,92.449997,85.313393,19977900,93
2014-06-18,92.540001,93.099998,91.980003,92.970001,85.793289,34514000,94
2014-06-19,93.110001,93.169998,92.489998,92.910004,85.737923,38422200,95
2014-06-20,92.699997,92.870003,92.529999,92.769997,85.838768,25897500,96
2014-06-23,92.760002,92.82,92.510002,92.790001,85.857292,20837900,97
2014-06-24,92.779999,93.57,92.43,92.699997,85.773979,31945800,98
2014-06-25,92.489998,93.449997,92.480003,93.290001,86.319923,32818600,99
2014-06-26,93.349998,93.360001,92.620003,93.339996,86.36615,22563900,100
2014-06-27,93.220001,93.769997,93.190002,93.75,86.745529,22877800,101
2014-06-30,93.730003,94.139999,93.669998,93.910004,86.893578,19751900,102
2014-07-01,94.239998,95.190002,94.199997,94.940002,87.846634,31862500,103
2014-07-02,95,95.239998,94.910004,95.099998,87.994667,18777300,104
2014-07-03,95.410004,95.699997,95.150002,95.699997,88.549843,15291700,105
2014-07-07,95.589996,95.709999,95.230003,95.410004,88.281494,23266400,106
2014-07-08,95.230003,95.300003,93.870003,94.260002,87.217438,40612400,107
2014-07-09,94.510002,95.07,94.239998,94.959999,87.865135,29919000,108
2014-07-10,93.739998,95.050003,93.629997,94.660004,87.587555,44245300,109
2014-07-11,94.900002,95.269997,94.610001,95.269997,88.152008,19566300,110
2014-07-14,95.699997,96.059998,95.540001,95.839996,88.679382,19579000,111
2014-07-15,95.989998,96.129997,94.830002,95.510002,88.374054,39467500,112
2014-07-16,96.199997,96.300003,95.790001,95.889999,88.725677,22052600,113
2014-07-17,95.629997,95.970001,94.32,94.620003,87.550529,43111500,114
2014-07-18,95.110001,96.169998,95,96.120003,88.938469,36682200,115
2014-07-21,95.919998,96.160004,95.550003,96,88.827446,29750700,116
2014-07-22,96.449997,96.760002,96.349998,96.610001,89.391861,25770400,117
2014-07-23,96.949997,97.339996,96.769997,97.230003,89.965538,28947500,118
2014-07-24,97.400002,97.510002,96.980003,97.120003,89.863762,24707200,119
2014-07-25,96.620003,96.870003,96.230003,96.739998,89.512131,29898900,120
2014-07-28,96.839996,97.019997,96.019997,96.769997,89.539902,25603400,121
2014-07-29,96.980003,97.199997,96.519997,96.599998,89.382614,27022200,122
2014-07-30,97.139999,97.32,96.599998,96.980003,89.734238,35348500,123
2014-07-31,96.18,96.339996,94.879997,95.019997,87.920662,50047900,124
2014-08-01,94.82,95.339996,94.040001,94.669998,87.596809,60708000,125
2014-08-04,94.870003,95.690002,94.519997,95.32,88.19825,33230500,126
2014-08-05,94.940002,95.209999,94.150002,94.589996,87.522758,50331100,127
2014-08-06,94,95.110001,93.919998,94.519997,87.458031,34431900,128
2014-08-07,94.959999,95.139999,93.889999,94.220001,87.180428,33274700,129
2014-08-08,94.370003,95.010002,93.970001,94.900002,87.809639,40236900,130
2014-08-11,95.269997,95.760002,95.199997,95.459999,88.327782,28277500,131
2014-08-12,95.360001,95.669998,94.93,95.419998,88.290749,28152300,132
2014-08-13,95.809998,96.470001,95.760002,96.43,89.225319,27996500,133
2014-08-14,96.559998,96.949997,96.43,96.93,89.68795,25006600,134
2014-08-15,97.489998,97.629997,96.480003,97.400002,90.122856,55205500,135
2014-08-18,97.910004,98.239998,97.769997,98.150002,90.81678,38938300,136
2014-08-19,98.379997,98.760002,98.32,98.699997,91.325699,21363400,137
2014-08-20,98.620003,98.900002,98.529999,98.699997,91.325699,23435600,138
2014-08-21,98.75,98.949997,98.599998,98.900002,91.510773,19339500,139
2014-08-22,98.940002,99.25,98.720001,99.050003,91.649574,24692000,140
2014-08-25,99.519997,99.68,99.160004,99.400002,91.973404,24124700,141
2014-08-26,99.550003,99.610001,99.269997,99.5,92.065933,20100400,142
2014-08-27,99.529999,99.639999,99.309998,99.519997,92.084442,15589100,143
2014-08-28,99.18,99.529999,99.080002,99.410004,91.982674,23563900,144
2014-08-29,99.629997,99.910004,99.269997,99.779999,92.325005,17906300,145
2014-09-02,100.019997,100.099998,99.660004,100.07,92.593376,18326800,146
2014-09-03,100.339996,100.339996,99.300003,99.480003,92.047432,25950700,147
2014-09-04,99.709999,100.220001,99.139999,99.389999,91.964157,24663500,148
2014-09-05,99.540001,99.949997,99.029999,99.889999,92.426819,30798200,149
2014-09-08,99.919998,100.330002,99.620003,100.080002,92.602608,25571300,150
2014-09-09,100.089996,100.459999,99.059998,99.25,91.83461,36449200,151
2014-09-10,99.379997,100.110001,99.099998,100.07,92.593376,31080100,152
2014-09-11,99.639999,100.040001,99.239998,99.989998,92.519348,28691900,153
2014-09-12,99.900002,99.93,99.169998,99.480003,92.047432,30444400,154
2014-09-15,99.589996,99.599998,98.220001,98.519997,91.159149,32972200,155
2014-09-16,98.150002,99.57,98.050003,99.379997,91.954903,38166900,156
2014-09-17,99.360001,100,98.93,99.529999,92.093697,37196500,157
2014-09-18,99.839996,100.290001,99.730003,100.279999,92.787682,30196700,158
2014-09-19,100.459999,100.559998,99.580002,99.980003,92.730164,46918000,159
2014-09-22,99.739998,99.75,98.620003,99.050003,91.867607,48658000,160
2014-09-23,98.650002,99.220001,98.580002,98.779999,91.617149,33989600,161
2014-09-24,98.879997,99.889999,98.540001,99.839996,92.600311,35959000,162
2014-09-25,99.519997,99.650002,97.699997,97.739998,90.652588,68642500,163
2014-09-26,98.059998,98.959999,97.889999,98.779999,91.617149,56106200,164
2014-09-29,97.800003,98.919998,97.75,98.650002,91.496597,33342700,165
2014-09-30,98.919998,99.300003,98.32,98.790001,91.626457,41834300,166
2014-10-01,98.510002,98.610001,96.900002,97.209999,90.161034,58164900,167
2014-10-02,97.169998,97.510002,95.970001,97.209999,90.161034,54501300,168
2014-10-03,97.779999,98.57,97.440002,98.169998,91.051422,41627800,169
2014-10-06,98.480003,98.720001,97.660004,97.959999,90.856621,36038700,170
2014-10-07,97.5,97.779999,96.559998,96.57,89.567429,45154000,171
2014-10-08,96.620003,98.760002,96.059998,98.449997,91.311111,64931600,172
2014-10-09,98.32,98.57,96.709999,96.860001,89.836403,62497100,173
2014-10-10,96.290001,96.830002,94.419998,94.440002,87.591888,77579400,174
2014-10-13,94.269997,94.989998,92.879997,92.959999,86.219185,80835900,175
2014-10-14,93.540001,94.169998,92.709999,92.970001,86.2285,71814500,176
2014-10-15,91.57,92.760002,90.239998,92.370003,85.671997,108847800,177
2014-10-16,90.419998,92.580002,90.389999,91.790001,85.13401,93165800,178
2014-10-17,93,93.889999,92.459999,93,86.256302,69546700,179
2014-10-20,92.989998,94.470001,92.800003,94.389999,87.545509,41479300,180
2014-10-21,95.559998,96.870003,95.32,96.870003,89.84568,53609800,181
2014-10-22,97.169998,97.300003,96.309998,96.370003,89.381943,39178000,182
2014-10-23,97.339996,98.360001,97.169998,97.82,90.726776,48123800,183
2014-10-24,98.029999,98.690002,97.639999,98.620003,91.468758,43157600,184
2014-10-27,98.43,98.870003,98.019997,98.690002,91.533707,29545700,185
2014-10-28,99.150002,100.199997,99.080002,100.18,92.915665,34495100,186
2014-10-29,99.849998,100.120003,99.099998,99.809998,92.572487,40552800,187
2014-10-30,99.360001,100.260002,99.139999,100.019997,92.767265,35935800,188
2014-10-31,101.68,101.75,101.07,101.400002,94.047173,54254100,189
2014-11-03,101.580002,101.970001,101.43,101.699997,94.325424,33481000,190
2014-11-04,101.379997,101.620003,100.669998,101.360001,94.010094,22773300,191
2014-11-05,102.029999,102.029999,101.019997,101.370003,94.019371,25818600,192
2014-11-06,101.360001,101.720001,100.919998,101.690002,94.316154,24671900,193
2014-11-07,101.870003,101.910004,101.07,101.599998,94.232719,20931700,194
2014-11-10,101.650002,102.089996,101.379997,101.959999,94.566582,20360000,195
2014-11-11,101.980003,102.279999,101.699997,102.279999,94.863373,15454000,196
2014-11-12,101.870003,102.57,101.870003,102.459999,95.030319,22050300,197
2014-11-13,102.650002,103.279999,102.419998,102.900002,95.438377,28027800,198
2014-11-14,102.870003,103.220001,102.529999,103.220001,95.735191,19251300,199
2014-11-17,102.980003,103.209999,102.419998,102.910004,95.447708,23361600,200
2014-11-18,103,103.82,102.989998,103.68,96.161858,26336800,201
2014-11-19,103.57,103.57,102.730003,103.209999,95.725929,23760200,202
2014-11-20,102.769997,103.760002,102.690002,103.669998,96.152588,22874000,203
2014-11-21,104.589996,104.690002,103.540001,103.870003,96.338089,34049100,204
2014-11-24,104.150002,104.730003,104.059998,104.68,97.08934,17928300,205
2014-11-25,104.839996,105.150002,104.57,104.839996,97.23774,17526000,206
2014-11-26,104.940002,105.580002,104.830002,105.519997,97.868423,18973800,207
2014-11-28,105.800003,106.25,105.730003,106.010002,98.322884,17360400,208
2014-12-01,105.720001,105.919998,104.419998,104.809998,97.209915,35969500,209
2014-12-02,104.919998,105.419998,104.699997,105.230003,97.599464,26031300,210
2014-12-03,105.389999,105.57,104.760002,105.419998,97.775665,32974300,211
2014-12-04,105.32,105.779999,104.93,105.370003,97.729317,31008800,212
2014-12-05,105.540001,105.699997,105.150002,105.379997,97.738579,25622200,213
2014-12-08,105.110001,105.57,104.080002,104.629997,97.042976,32685800,214
2014-12-09,103.410004,105.040001,103.040001,104.959999,97.349052,46035100,215
2014-12-10,104.769997,105.029999,103.120003,103.309998,95.818703,39330100,216
2014-12-11,103.610001,105.040001,103.589996,103.800003,96.273163,47576000,217
2014-12-12,102.809998,103.989998,102.660004,102.669998,95.22509,46889400,218
2014-12-15,103.199997,103.580002,101.32,101.610001,94.241943,52968400,219
2014-12-16,100.970001,102.470001,99.959999,99.980003,92.730164,65348600,220
2014-12-17,100.050003,102.089996,99.919998,101.800003,94.418198,79715300,221
2014-12-18,103.260002,104.260002,102.980003,104.25,96.690514,49840900,222
2014-12-19,103.970001,104.739998,103.709999,104.32,97.115967,51419900,223
2014-12-22,104.150002,104.610001,104.099998,104.580002,97.358009,33869200,224
2014-12-23,104.959999,104.970001,104.089996,104.209999,97.01355,30156900,225
2014-12-24,104.339996,104.699997,104.269997,104.300003,97.097374,14291300,226
2014-12-26,104.599998,105.260002,104.57,105.040001,97.78624,13924300,227
2014-12-29,104.940002,105.25,104.879997,105.019997,97.767616,17073800,228
2014-12-30,104.720001,104.959999,104.18,104.32,97.115967,18604000,229
2014-12-31,104.5,104.910004,103.099998,103.25,96.119865,24367100,230
2015-01-02,103.760002,104.199997,102.440002,102.940002,95.831284,31314600,231
2015-01-05,102.489998,102.610001,101.139999,101.43,94.425529,36521300,232
2015-01-06,101.580002,101.75,99.620003,100.07,93.159477,66205500,233
2015-01-07,100.730003,101.599998,100.489998,101.360001,94.360374,37577400,234
2015-01-08,102.220001,103.5,102.110001,103.300003,96.166412,40212600,235
2015-01-09,103.620003,103.650002,102.019997,102.620003,95.533363,41410100,236
2015-01-12,102.82,102.93,101.290001,101.550003,94.537262,34129800,237
2015-01-13,102.540001,103.620003,100.699997,101.519997,94.509346,56162300,238
2015-01-14,100.5,101.480003,100.07,100.959999,93.987991,51354200,239
2015-01-15,101.43,101.589996,99.529999,99.650002,92.768463,51005400,240
2015-01-16,99.519997,100.949997,99.360001,100.82,93.857689,35362200,241
2015-01-20,101.43,101.879997,100.290001,101.620003,94.602386,30964100,242
2015-01-21,101.32,102.620003,100.959999,102.139999,95.086502,40128800,243
2015-01-22,102.540001,104.139999,101.639999,104.029999,96.846008,40887200,244
2015-01-23,104.019997,104.580002,103.720001,104.260002,97.060097,34783000,245
2015-01-26,104.139999,104.330002,103.610001,104.139999,96.94841,19960900,246
2015-01-27,102.5,102.559998,101.099998,101.440002,94.434868,45253200,247
2015-01-28,103.07,103.18,100.900002,100.919998,93.950752,43591700,248
2015-01-29,100.839996,102.080002,99.959999,101.889999,94.853806,46539700,249
2015-01-30,101.800003,102.580002,100.959999,101.099998,94.118324,42927600,250
2015-02-02,101.330002,102.07,99.75,101.980003,94.937546,43624700,251
2015-02-03,102.349998,103.029999,101.68,102.959999,95.849869,30750400,252
2015-02-04,102.540001,103.550003,102.309998,102.870003,95.76609,34073200,253
2015-02-05,103.129997,103.830002,102.870003,103.760002,96.594635,23605500,254
2015-02-06,103.919998,104.169998,102.760002,103.129997,96.008141,34169300,255
2015-02-09,102.730003,103.290001,102.550003,102.800003,95.70092,22604700,256
2015-02-10,103.370003,104.540001,103.209999,104.400002,97.190422,23686500,257
2015-02-11,104.519997,105.019997,104.32,104.779999,97.544189,20303600,258
2015-02-12,105.459999,106.040001,105.300003,106,98.679939,22520300,259
2015-02-13,106.300003,106.93,106.099998,106.910004,99.527115,29030200,260
2015-02-17,106.910004,107.080002,106.639999,107.010002,99.620209,17675300,261
2015-02-18,106.879997,107.220001,106.739998,107.160004,99.759857,15149600,262
2015-02-19,107.089996,107.760002,107.059998,107.690002,100.253235,19828100,263
2015-02-20,107.620003,108.470001,107.279999,108.410004,100.923523,28336700,264
2015-02-23,108.349998,108.550003,108.110001,108.519997,101.025909,17868000,265
2015-02-24,108.379997,108.730003,108.050003,108.599998,101.100395,19745000,266
2015-02-25,108.440002,108.860001,108.089996,108.330002,100.849045,19472300,267
2015-02-26,108.440002,108.940002,108.139999,108.879997,101.361038,22255500,268
2015-02-27,108.839996,108.910004,108.230003,108.400002,100.914223,27757600,269
2015-03-02,108.610001,109.419998,108.589996,109.379997,101.826546,22988600,270
2015-03-03,109.050003,109.160004,108.18,108.870003,101.351761,20788900,271
2015-03-04,108.510002,108.669998,107.860001,108.449997,100.960762,21007400,272
2015-03-05,108.730003,108.970001,108.190002,108.639999,101.137642,15381000,273
2015-03-06,108.5,108.709999,107.139999,107.410004,99.992584,30990400,274
2015-03-09,107.629997,107.989998,107.190002,107.720001,100.281197,26237100,275
2015-03-10,106.949997,106.980003,105.720001,105.720001,98.419319,34234500,276
2015-03-11,105.879997,106.010002,105.07,105.110001,97.85141,25459700,277
2015-03-12,105.029999,105.919998,104.959999,105.800003,98.493744,21473200,278
2015-03-13,105.699997,106.120003,104.68,105.339996,98.065514,42021100,279
2015-03-16,105.730003,106.739998,105.620003,106.699997,99.331619,25674100,280
2015-03-17,106.410004,107.040001,106.160004,106.870003,99.489876,19603800,281
2015-03-18,106.580002,108.410004,106.029999,107.919998,100.467346,40622200,282
2015-03-19,108.029999,108.379997,107.870003,108.080002,100.61631,31314000,283
2015-03-20,108.720001,109.07,108.510002,108.529999,101.267601,31761400,284
2015-03-23,108.470001,108.769997,108.279999,108.32,101.071655,17268500,285
2015-03-24,108.309998,108.809998,107.910004,107.93,100.707741,22445300,286
2015-03-25,108.099998,108.199997,105.419998,105.459999,98.403046,41581400,287
2015-03-26,104.589996,105.699997,104.239998,105.099998,98.067123,47846300,288
2015-03-27,105.080002,105.769997,104.919998,105.519997,98.45903,33878400,289
2015-03-30,106.160004,106.82,106.160004,106.730003,99.588058,30570200,290
2015-03-31,106.43,106.650002,105.57,105.599998,98.533661,30488100,291
2015-04-01,105.599998,105.620003,104.370003,105.050003,98.020477,32970500,292
2015-04-02,105.150002,105.459999,104.779999,105.120003,98.085793,19164200,293
2015-04-06,104.5,106.269997,104.339996,105.980003,98.888229,24451100,294
2015-04-07,105.919998,106.699997,105.800003,105.800003,98.720261,19379400,295
2015-04-08,105.839996,106.790001,105.830002,106.639999,99.504089,25866900,296
2015-04-09,106.589996,107.349998,106.230003,107.309998,100.12925,23114700,297
2015-04-10,107.269997,107.760002,107.029999,107.75,100.539787,17164300,298
2015-04-13,107.830002,108.379997,107.360001,107.480003,100.28788,17783500,299
2015-04-14,107.370003,107.68,106.559998,107.169998,99.998619,23755700,300
2015-04-15,107.449997,108.07,107.32,107.839996,100.623779,21128600,301
2015-04-16,107.550003,107.879997,107.400002,107.690002,100.48381,16195300,302
2015-04-17,106.660004,106.949997,105.550003,106.010002,98.916222,46514000,303
2015-04-20,106.540001,107.790001,106.5,107.599998,100.399834,28945900,304
2015-04-21,108.220001,108.410004,107.93,108.059998,100.829056,22759800,305
2015-04-22,108.339996,108.830002,107.639999,108.650002,101.379578,21429200,306
2015-04-23,108.279999,109.550003,108.260002,109.059998,101.762146,29473200,307
2015-04-24,110.209999,110.690002,110.029999,110.540001,103.143097,32508100,308
2015-04-27,110.949997,111.160004,110.019997,110.260002,102.881866,31121300,309
2015-04-28,110.339996,110.550003,109.110001,110.040001,102.676575,36849200,310
2015-04-29,109.43,110.07,108.75,109.349998,102.032715,34043900,311
2015-04-30,108.730003,109.169998,107.059998,107.629997,100.427818,44080500,312
2015-05-01,108.050003,109.120003,108.029999,109.050003,101.752808,32874300,313
2015-05-04,109.400002,109.910004,109.169998,109.230003,101.920761,23507300,314
2015-05-05,108.800003,109,107.400002,107.449997,100.259865,47843300,315
2015-05-06,107.639999,107.949997,106,106.709999,99.569389,42687200,316
2015-05-07,106.68,107.650002,106.599998,107.349998,100.16655,29335800,317
2015-05-08,108.459999,108.919998,108.300003,108.690002,101.416916,33023300,318
2015-05-11,108.760002,108.980003,108.190002,108.269997,101.025009,19679300,319
2015-05-12,107.629997,108.330002,106.800003,107.779999,100.567795,33665000,320
2015-05-13,108.25,108.809998,107.839996,108,100.773079,20738400,321
2015-05-14,108.879997,109.669998,108.480003,109.580002,102.247353,23904200,322
2015-05-15,109.860001,110.010002,109.309998,109.580002,102.247353,23937400,323
2015-05-18,109.400002,110.279999,109.32,110.059998,102.695229,17631100,324
2015-05-19,110.18,110.349998,109.760002,109.940002,102.58326,14212900,325
2015-05-20,110.019997,110.669998,109.43,110.010002,102.648567,21131900,326
2015-05-21,109.82,110.730003,109.660004,110.580002,103.180443,16771800,327
2015-05-22,110.449997,110.870003,110.379997,110.470001,103.077789,13543800,328
2015-05-26,110.230003,110.379997,108.760002,109.199997,101.892792,25488400,329
2015-05-27,109.529999,111.080002,109.290001,110.959999,103.535004,30572700,330
2015-05-28,110.75,111.010002,110.370003,110.709999,103.30172,17302400,331
2015-05-29,110.639999,110.790001,109.790001,110.050003,102.685875,30383000,332
2015-06-01,110.639999,110.720001,109.519997,110.419998,103.03112,24570200,333
2015-06-02,110.010002,110.610001,109.470001,110.07,102.704552,19449600,334
2015-06-03,110.57,110.809998,110.129997,110.400002,103.012474,20507200,335
2015-06-04,109.779999,110.480003,109.209999,109.559998,102.228699,31374600,336
2015-06-05,109.43,109.690002,108.629997,109.300003,101.986092,22641700,337
2015-06-08,109.25,109.330002,107.970001,108.190002,100.950356,24549200,338
2015-06-09,107.93,108.400002,107.199997,108.010002,100.782425,27554600,339
2015-06-10,108.379997,109.809998,108.260002,109.489998,102.163368,30297900,340
2015-06-11,109.860001,110.150002,109.459999,109.650002,102.312645,17593500,341
2015-06-12,109.07,109.300003,108.599998,108.75,101.472893,27201800,342
2015-06-15,107.940002,108.379997,107.309998,108.209999,100.969002,31238800,343
2015-06-16,108.099998,108.980003,108.050003,108.800003,101.519547,16456900,344
2015-06-17,108.980003,109.449997,108.43,109.099998,101.799438,23296700,345
2015-06-18,109.5,110.879997,109.440002,110.690002,103.283058,43032400,346
2015-06-19,110.489998,110.580002,109.809998,109.889999,102.772423,27877600,347
2015-06-22,110.699997,111.029999,110.449997,110.699997,103.529968,19120900,348
2015-06-23,110.82,110.889999,110.330002,110.790001,103.614143,18127900,349
2015-06-24,110.660004,111.129997,110.190002,110.220001,103.081078,15815900,350
2015-06-25,110.650002,110.760002,109.82,110,102.875313,18326700,351
2015-06-26,109.980003,110.230003,108.860001,109.269997,102.192574,32311700,352
2015-06-29,108.059998,108.660004,106.639999,106.690002,99.779686,50874900,353
2015-06-30,107.489998,107.720001,106.739998,107.07,100.135078,34809900,354
2015-07-01,108.129997,108.349998,107.419998,107.919998,100.930038,21293000,355
2015-07-02,108.230003,108.32,107.620003,107.949997,100.958084,20499400,356
2015-07-06,107.269997,108.32,107.040001,107.699997,100.724274,24311000,357
2015-07-07,107.82,108.07,105.830002,107.970001,100.976799,44230800,358
2015-07-08,107.199997,107.330002,105.889999,106.089996,99.218567,39691500,359
2015-07-09,107.5,107.599998,106.019997,106.029999,99.162437,28381000,360
2015-07-10,107.440002,108.050003,107.050003,107.650002,100.677528,26415800,361
2015-07-13,108.580002,109.629997,108.57,109.540001,102.445107,25780700,362
2015-07-14,109.690002,110.559998,109.629997,110.260002,103.118484,21977200,363
2015-07-15,110.470001,110.809998,110.07,110.379997,103.230713,28631500,364
2015-07-16,111.290001,111.959999,111.07,111.940002,104.689659,29838900,365
2015-07-17,112.839996,113.589996,112.650002,113.589996,106.23278,35926800,366
2015-07-20,113.830002,114.389999,113.480003,113.980003,106.597527,26539000,367
2015-07-21,114.019997,114.199997,113.580002,113.910004,106.532043,35468900,368
2015-07-22,112.169998,113.169998,112.169998,112.620003,105.325623,35575000,369
2015-07-23,112.730003,113.099998,111.910004,112.199997,104.932816,25698300,370
2015-07-24,112.800003,113,110.93,111.099998,103.90406,30844700,371
2015-07-27,110.470001,110.949997,109.940002,110.18,103.043648,35994800,372
